Flight Index,Delay (seconds)
9C6777,15364
CA1148,10592
MU9928,0
MU702,0
CZ6491,0
CA1381,0
FM9116,0
ZH9542,0
MU2976,18251
MU6131,10907
3U8573,0
CZ8478,0
NS3288,0
CZ350,0
3U3609,0
9C7549,0
GX2042,0
MF8281,0
CA4545,16532
CA8516,0
HU7507,0
MU2869,0
KN5332,0
KN2395,0
MU2879,0
8L9900,0
CZ3088,0
HU440,0
9C6424,0
FM820,0
JD5765,10397
Y87545,0
3U3439,0
ZH8447,0
CZ3934,0
JD5844,0
CZ3167,0
EU2404,0
GJ8255,0
MU5836,0
JD5107,0
MU5381,0
MU2508,0
MU2521,0
CZ6393,0
CZ6949,0
HU7192,0
CZ612,0
MU704,0
CA4308,0
FM9544,0
EU2298,0
CZ688,0
CA119,0
DR5351,0
MU5668,0
CA104,6001
MU5686,8527
CA2531,0
PN6283,0
MU5658,16217
CA8909,11682
MU2649,0
FU6679,0
Y87527,0
CZ3460,4851
CZ624,3066
SC4093,0
PN6394,0
CZ3179,0
DR5009,0
HO1572,0
9C6951,0
CZ3737,0
9C6801,0
CA1401,0
JD5374,5916
SC4692,0
CZ6599,16322
CZ3675,0
MU2340,0
SC4732,3997
G52788,0
CZ8508,0
MU5187,0
ZH9676,0
MU231,0
9H8328,15723
MU5252,0
CZ3864,0
ZH8549,0
HU7281,1436
MU6161,0
CA9839,0
MU9750,0
8L9562,0
CZ3704,0
CZ5189,0
UQ2616,0
MU2983,0
CZ3600,9271
MU5508,0
SC4721,2317
CZ6356,0
MU2943,0
HU7867,8361
MU224,0
CA1376,0
9C6202,0
CZ8938,6823
KE126,0
GJ8787,0
MU5814,0
CA2648,0
ZH9098,0
MU5487,16084
HO2280,0
HU7142,0
FM9063,0
MU2343,0
MU5600,0
MU2212,0
CZ8815,12040
CZ6342,0
CA8308,0
MF8539,0
GJ8111,0
CZ6506,0
TV9874,0
QW6125,0
ZH9369,0
CZ8739,0
ZH8970,0
DR6544,0
3U8887,11198
GX8853,0
ZH9672,0
3U3018,0
SQ851,0
CA1339,0
MU280,0
GS7694,0
MU2525,15342
CZ6265,0
3U3458,0
GS7536,0
HO1919,4187
EU2802,0
QW9784,0
MU6454,0
KN2268,0
AQ1465,0
G54992,0
MU2651,0
FM9422,0
MF8262,0
HU7893,0
NH904,0
EU2419,0
CZ6527,0
EU1942,0
JD5105,0
3U6584,0
CA186,15167
EU2915,0
FM9092,0
HU7706,0
MU520,9753
9C8954,0
KN5280,0
CA4164,0
JR1601,0
GJ8587,0
CA125,0
MU2203,0
CA2883,0
KY8207,0
9C6223,8497
MU2109,0
CA721,17510
FM876,12941
GJ8131,5627
G54024,0
KY3175,0
G52814,0
CA9655,0
MU2194,0
CZ3561,0
MU7740,0
MU2644,0
MU5111,0
JD5936,0
G54325,0
MF8640,0
G52783,0
HU7209,4427
EU2246,3667
CZ6704,0
G54313,0
JD5762,0
CZ2864,15765
CA1517,0
LX188,0
9D5662,0
MU5018,0
SC2186,0
CZ5852,0
FD851,0
DZ6212,0
8L9862,0
UQ2513,5442
G52794,0
EU2252,0
CZ6854,0
MF8688,0
CA4348,14729
MU5720,0
SC4604,0
JL82,0
FM9089,0
BK3043,258
H9775,14148
SC7955,0
HU7198,0
MU9935,0
ZH8075,0
CZ6119,0
TW682,0
MF8803,0
CZ3852,0
PN6231,0
CA1352,0
ZH9758,0
GX8812,0
JL24,0
MU741,0
MU2773,0
CZ6745,0
KN2672,0
EU2244,13668
3U8886,0
GS7439,11362
CZ3786,0
HU7873,0
9H8343,0
SC7639,0
MU9080,0
HU7808,0
PN6391,0
9C8684,0
DD3111,0
G52676,0
ZH9602,0
GS6632,0
MU2031,0
MF8080,0
CA4375,0
HX246,0
MU2173,0
FM9219,0
CZ6332,0
UQ2505,0
MF8150,0
GX2013,0
CZ8236,0
9C6734,0
NH930,0
GS7420,15823
CZ6796,6536
MU294,0
ZH9514,0
CA864,0
CZ3291,0
MU9740,0
MU530,0
CZ6365,0
3U3162,0
SC8037,0
CZ6581,0
9C6759,0
G52660,0
CZ5953,0
3U6852,0
PN6203,0
HU7618,0
ZH9707,7428
CZ6975,7343
CA909,0
CA102,0
CZ8691,0
MU9689,0
MU583,0
CZ6364,0
CZ5898,0
MU5342,0
AQ1326,0
SC7622,0
HU7963,1652
CA4414,0
FU6621,0
GS6594,0
FM829,0
KN2952,3469
MU2122,0
GJ8212,0
3U8889,0
MU5672,1375
CZ6933,0
MF8806,0
9C6927,6730
GJ8526,0
A67127,0
KY8270,0
CZ8848,0
MU2961,0
MU5266,0
CA2710,11918
CZ6534,0
MU9029,6615
MU2445,0
CZ6741,0
9C8775,0
MU5564,0
BK2936,0
CZ6302,0
MU6308,0
SC4967,12203
AK1521,0
MU524,0
FM897,0
G54936,0
HU7775,0
GS7879,0
CA933,0
HU7144,14051
ZH9067,0
MU5340,0
CZ6338,0
MU6708,0
PN6525,0
9C6505,0
8L9571,4770
9C6996,0
MU6558,0
HU7045,0
MF8138,11085
PN6285,0
UL880,0
SC4699,0
SC4911,1215
MU2391,0
BR711,0
CA2610,0
MF869,17032
CA4126,0
NX136,0
CA109,0
MF8830,0
MU6822,0
HO1125,0
SC2304,0
MU5543,0
PN6408,0
SC7917,0
MU2834,0
CZ6469,13236
CZ6325,0
8L9857,0
GJ8136,0
CZ8845,0
CZ8294,0
MF8901,0
3U8081,0
ZH9915,0
MF8224,0
KN2225,0
MU5460,0
HU7694,10960
TV9824,0
A67107,0
CZ3510,0
CZ3616,0
G52664,0
CZ5947,0
SC4815,0
JD5858,0
EU2210,0
G52715,0
MU2473,17692
G52909,0
GS6644,0
MU5595,0
MF8430,0
CA1713,0
CZ3706,1964
MF8619,0
FU6602,0
TV6043,0
SC4684,4087
ZH9932,0
CZ6193,0
HU7791,11107
MU9187,0
TV9855,0
CZ8451,0
CZ2722,0
MU6632,0
AK271,0
CZ3445,0
SQ869,0
JD5531,0
9C7502,0
GX8820,0
GS7416,0
CA1559,0
MU5257,0
MF8398,0
SC4782,0
CA427,0
GX8873,0
MU5377,0
KE866,0
MU6362,13949
MU5742,0
3U8831,2037
MU750,0
SC4854,7038
MU595,0
CA1952,0
3U3355,0
CZ8554,0
MU5604,0
HU7373,0
MU5341,0
3U6346,0
MU6512,0
G54474,0
CZ2626,0
ZH9132,0
MF872,0
CA922,0
GJ8823,4165
ZH8805,0
8L9690,0
MU9082,0
SC8834,0
3U3286,0
CZ8887,0
CZ3808,0
CZ8758,5139
CZ3214,0
CZ307,0
MU5475,0
SC8721,0
9C7126,0
9C6446,9489
GS7982,5023
TV9926,9991
CZ3511,0
9C8888,0
MU2034,0
3U6632,0
HU7853,13820
3U6969,9999
CZ628,0
KE843,0
CZ3732,0
MU5182,0
KN5871,11424
MF8263,1464
MU5060,0
SC2232,0
MF8786,0
JD5672,0
CZ6402,0
CA959,0
CZ5126,0
RY8941,0
ZH9865,0
CA939,0
MU5172,0
JD5886,0
CA924,0
CZ3215,0
GS7521,0
G52679,0
CA2550,0
RY8911,0
CA8544,0
3U3596,0
JD5642,0
HU7166,0
MU6172,0
FM9462,0
K6669,0
RY8866,0
CZ6755,0
HU7884,0
G54135,0
3U8425,0
MU6580,0
MU2015,18328
9C7263,17754
CA1937,0
MU2297,17096
3U3080,0
SC2203,0
NH970,0
QV855,17427
MF8838,0
MU5370,6743
SC4749,0
ZH9367,0
JD5841,0
CZ5320,0
CX349,0
CZ3038,0
HO1190,0
EU2941,762
CZ3762,0
DR6553,0
3U3864,17298
GJ8890,0
CZ6992,0
NX19,3254
HU7146,0
9C6270,0
TV9955,0
MU2558,0
MU559,0
EU1928,0
CA4369,0
8L9755,10659
CZ3325,0
MU9781,0
JD5963,0
DR5328,4668
A67272,0
PN6265,0
CA8548,0
CA4485,0
UQ3596,6637
MF8098,0
CZ6646,0
MU9198,0
EU2971,0
CZ3152,0
SC8814,0
MF8636,0
CZ341,0
SC8823,0
MU2797,947
GX2036,0
EU1999,0
SC4998,0
GX8848,0
FM9393,0
KR9738,0
CA2528,0
CZ6663,0
CZ6146,0
CA1576,0
MU5016,0
CZ3398,16398
8L9920,0
CZ8768,0
CA1227,0
GY7117,0
9C6283,0
ZH9236,0
KY8226,0
TV9913,0
CZ6539,0
CZ6312,15225
GS7690,0
PN6358,0
PN6281,0
FM9453,0
MU5594,15800
GY7128,0
KY3022,0
MU5633,0
KY3004,0
9C6871,0
CA4573,0
MU2226,0
MU6776,0
HO2218,0
SC7633,0
HO2039,2939
CA1216,0
TV9877,4576
EU1839,0
MF8963,0
SC8790,0
CA738,0
ZH8022,0
CZ3127,0
GS7608,0
CZ5730,0
ZH9274,0
HU7665,0
GS7498,0
3K834,0
ZH939Z,0
MU2156,0
HU7849,0
MU5169,0
CZ6408,0
3U8236,0
CA1623,67
GJ8564,0
CA412,313
ZH8088,0
CZ5820,0
MU6340,0
FM9132,0
HO1122,0
GX7871,0
SC2233,0
9C6539,0
CA2606,1014
AK101,0
GS6464,0
CA4577,0
KY8264,12333
KN5307,0
MU5659,0
CZ6078,0
CZ8522,0
GJ8008,0
3U6713,15161
HU7227,0
HU7655,0
8L9676,648
EU1862,0
NH920,0
GY7240,0
MU2666,0
GX8954,0
8L9731,0
JD5128,0
FM9311,0
FM9127,0
FM9296,0
CZ6656,16149
CX367,0
9C8603,0
3U8218,0
HU7270,0
TV9842,0
ZH9454,0
GS7438,0
ZH8621,0
CA4398,0
CA4222,0
KY8236,0
MU2453,0
DR6579,0
CN7173,0
9D5674,4202
MU6435,0
GS7798,7469
GJ8053,0
ZH9114,0
FM9353,0
MU6457,0
CZ8797,17463
MU5482,0
CA2815,0
CZ338W,0
MU2672,13995
NX108,0
SC7666,0
CA8130,10584
EU2302,0
MU220,0
GJ8604,0
A67257,0
DZ6315,0
SC2214,0
HU7026,0
CZ5407,0
MU7626,0
MU2436,0
3U3048,0
HU7588,0
CZ6712,6376
ZH9727,0
CZ8315,0
MF8345,0
ZH9765,0
A67149,0
MF8374,0
MU2784,0
CZ6477,0
MU5430,0
CZ6667,0
HU7524,3169
HU7680,14154
FM9481,0
SC8034,0
MU2747,0
CZ3471,0
MU5546,0
CA406,7810
BK2715,0
MU551,0
G54037,0
HO2046,0
CZ3438,0
CA2588,14369
EU2241,0
3U3981,0
MU5804,0
CZ6889,1988
SC1200,0
HO1041,0
9C8756,0
RY6655,0
MU6494,0
MU2734,14480
A67776,14150
EU1993,1828
ZH9731,0
MU9064,0
PN6307,0
CZ310,13471
CA140,0
NS3299,0
GY7137,0
CZ6523,12580
GJ8077,0
MU5400,0
AK168,0
CA483,851
MU5809,0
MU7385,0
MU2035,0
NS3284,2213
CA8633,0
3U6902,0
QW619A,0
AQ1501,16675
KN5531,0
CA1935,0
CZ5058,0
NH959,0
8L9727,0
9C8857,0
FM855,10212
CA1891,0
ZH8606,0
CZ3650,0
ZH9322,0
CA4475,0
RY6635,0
MF8415,15385
CA124,0
FU6512,0
HU7156,0
SC2279,4738
MU6392,16616
HO1392,0
MU5552,0
CA1332,11266
AQ1035,0
SC4885,0
HO1906,0
MU6659,0
CZ8371,0
HU7190,0
MU6896,0
ZH9051,0
CA928,0
GS7583,0
CX391,0
MU9070,0
9H8412,0
G54090,0
CZ8597,0
MU2476,0
MU5920,0
HU7846,7189
SC8820,0
CZ6225,0
CA4512,0
KY8240,0
GS6503,0
MF8128,0
CA8153,0
MU5412,0
CZ318,0
GS7657,0
CZ3494,0
MU2415,0
MF8076,324
HU7334,983
CZ3716,0
EU1970,14431
BK2821,0
ZH9755,0
HO1138,0
MU2196,972
CA1491,0
GY7241,0
DZ6243,0
MF8212,0
MF8077,0
EU2917,0
CZ397,0
MU6841,0
MU2979,0
MU5784,0
MU6416,4497
FU6618,0
CZ6434,0
9C8716,6889
ZH8086,0
MU5625,0
9C6602,0
CA877,0
CZ354,0
CA2628,0
CA8362,0
CZ3430,0
MU9602,0
CA8962,4732
TV9918,0
HU7275,6214
HU7098,0
MF856,0
CZ6333,0
QW9889,0
MU6573,0
HU7327,0
MU5757,6196
EU2718,0
CA8603,0
SC8846,8099
DZ6217,9177
G54683,0
MU2737,0
MU2165,0
9C7137,0
CA1774,0
CZ3425,15422
3U8203,0
CA4380,0
CX360,0
PN6228,0
CA1290,0
SC4785,0
SC4809,0
FM816,0
CA8606,0
GS6651,0
MU5389,0
MU6583,0
Y87575,0
MU9077,0
CZ3423,0
SQ831,0
KY8262,0
CZ5107,0
3U3254,0
CZ6404,0
MU5198,0
MF8094,0
CZ5395,0
MF8521,0
TV6031,0
HO1380,0
MU2780,0
CZ6789,0
LT4301,2753
3U3179,0
KN5501,0
HU7271,0
JD5916,16785
CZ3106,0
MU9698,0
EU1835,0
FU6521,0
ZH9297,0
EU2255,0
8L982V,0
HU7452,0
ZH9111,0
MU9806,0
GJ8976,0
GS7978,16441
HU7186,0
MF8042,0
ZH9635,0
MU509,0
CZ6905,2337
CZ630,0
HX309,0
SC4835,0
FM9210,0
MF836,0
CZ3686,0
NS3302,0
CZ6725,0
MU2441,0
CZ6464,0
FD583,17797
EU1909,0
9C8752,9813
CZ3467,0
CA1149,0
CZ2866,0
MU9884,0
FM818,0
JR1516,0
CA4326,16798
MU2231,0
CZ3729,0
FM9218,0
G54676,0
9C8786,0
SC4837,0
CZ8832,0
FM9431,0
MU542,0
MU2607,0
9C6738,0
GS7563,0
ZH9572,6155
HU7454,0
MU2403,0
CZ2751,0
CA1958,0
9C8851,0
MF8789,4553
CA4420,0
CA1763,317
9C8792,0
HU7118,0
AQ1621,0
9C6846,0
G54018,0
CZ8469,0
AQ1034,0
3U6959,0
9C7520,0
KE102,0
GS7817,0
G54332,4559
QW6129,0
CZ5136,0
PN6250,0
SC2270,0
HO1516,0
MU5328,0
MU6254,0
EU2411,0
CA4339,0
ZH9157,0
CA8184,0
G54219,0
KN5799,14795
MF8542,0
MU5112,0
SC4612,0
CA1715,0
ZH9894,0
CA1476,0
RY6658,0
MF8309,6520
CA1312,12644
EU2825,0
MF8051,0
FU6625,0
OZ340,1882
MU2406,0
MF8218,10707
D7303,0
CA144,0
SL968,0
MU2815,17578
SC7629,0
CA1947,0
HU6027,0
ZH9517,0
CA8206,0
CZ3090,0
SC8712,0
3U3307,0
CA977,0
SC8893,0
CX310,0
CZ6658,0
9C7536,0
HO1099,0
HU7807,0
CZ6485,0
CA471,0
3U8983,0
SC8407,0
CZ3131,0
3U6907,0
HU7033,0
CZ6336,0
CA1779,0
HU7182,0
MU5737,2985
9C8947,0
CA8589,0
3U6655,0
CZ673,0
CA931,0
KY3109,0
G54446,0
SC1158,0
MU6012,0
CA2925,0
3U6585,0
9C8855,0
CZ6570,0
KE870,0
9C7194,0
GX2020,0
9C7463,0
HU6141,0
CZ3379,0
CZ6326,0
CZ6339,0
9D5668,0
FM9367,0
CA740,0
DZ6242,0
PN6232,0
CZ6894,0
CZ3207,0
9H8404,0
MU5769,0
MU2807,0
JD532Q,3447
VZ3742,0
HO1210,0
ZH8985,0
MU2158,0
9C8862,0
CZ6943,875
CZ642,15135
HU7764,0
CZ6673,0
GS7821,0
CA1748,0
MU2585,3757
ZH9350,0
SL935,15212
CA1258,0
3U3939,17970
MU5455,0
NS3245,0
CZ8875,0
CZ8694,0
EU2250,0
MU2377,0
CZ3302,0
MU2977,0
CZ6482,0
KU419,12807
CA729,0
FD552,0
HO2005,8953
3U8087,0
CA1322,0
KN5637,0
HU7091,17442
GS7515,0
G52636,0
CZ8594,0
CZ6922,0
9C8891,0
SC8042,0
CA937,0
GS6685,0
MF8513,0
JD529R,152
CA2897,12366
JL88,0
MF805,0
JD5208,0
MU6899,0
MU2783,13817
QW9799,477
TV9901,0
CZ6824,0
9C6537,0
CZ6074,0
MF8133,0
9C6164,0
CA1497,0
ZH9695,0
MU2457,0
GJ8695,0
3U6923,10719
MU9790,0
CZ3278,0
MU2110,0
9C8882,0
CA1108,0
CZ6885,0
CZ8824,0
MU9942,10596
CA1348,0
MU9722,0
FM9354,0
CZ3745,0
NO976,0
FM9452,9124
3U6756,0
FM9454,0
PN6364,7161
AQ1421,0
G52634,0
CZ8335,0
CZ6625,0
MU6111,0
CZ3954,0
9C8921,0
CZ3656,0
HU7262,0
MU6519,10628
MU5607,0
ZH9883,0
MU2087,0
CZ3742,0
CZ6381,0
G54531,0
CZ3884,0
HO1059,0
HU7641,0
CZ3449,0
AQ1502,0
MF8372,0
MU5962,0
JD5881,0
EU1830,0
MF8414,0
3U6441,0
NS3239,0
3U6683,0
3U3234,0
MU5271,0
8L9866,0
CA1463,0
HU7154,0
KN2320,0
FU6651,0
PR357,12272
CZ5121,0
GS6542,0
HU7928,0
PN6388,0
MU5866,0
CZ8745,0
MF8547,0
3U8181,0
JD5764,0
DR5360,10405
ZH9624,0
ZH9073,0
CZ6955,0
ZH8750,0
FM9257,0
HO1746,0
ZH9535,10855
CZ2727,0
CA4584,0
MU7629,8137
SC1197,0
GJ8802,0
MF8626,0
SC4737,0
CZ3538,0
G54789,0
CA919,0
CA1867,16110
BA39,6306
MU2271,4637
MU6870,0
CA2918,5691
MF8411,0
MU2292,0
HU7212,0
KE898,0
MU2089,15305
HU7168,0
CX987,0
GJ8910,0
9C6364,0
8L9954,0
MU5748,0
CZ6327,0
MU5414,0
EU2843,0
MU2201,0
GS6477,11782
CA8119,0
CZ8491,0
CZ5817,0
MU5158,0
GY7180,0
GJ8652,0
EU2711,0
CZ3573,0
HO1098,12498
MU2164,0
ZH9605,9837
CZ6155,0
9C6266,0
CA1208,0
CA2723,0
CZ3309,0
CA156,0
MU2374,0
CA4103,0
SC4971,4477
JD5992,0
GS7635,0
TV6039,0
CA8388,16406
CA1373,0
MF8422,0
TV9843,0
CA966,0
CZ3835,0
ZH9489,0
MF8171,0
SC4970,0
MF8071,0
ZH8775,1272
GJ8781,0
HO1858,5320
3U6432,0
MU5329,0
MU9732,0
MU516,0
GS7923,0
ZH8379,0
CZ3461,0
CA2870,0
G54096,0
FM9564,0
8L9619,0
HU7521,0
MU6858,0
ZH9713,11842
3U6612,0
HU7929,0
FM827,0
CA1848,0
MU9703,0
MU204,0
CZ3109,0
CZ6519,0
MU5001,0
DZ6339,0
CZ8960,0
MU5553,3024
EU2948,0
MU9887,0
KY3121,0
CZ3798,0
JD5237,0
CA402,0
JD5115,0
SC2157,0
3U8747,0
ZH9231,0
CZ3143,0
3U3416,0
3U8111,0
MU6165,0
SC7942,0
SC8860,0
G54063,0
MU6239,0
MF8707,11285
GS7595,0
SC2113,0
CZ5952,0
HU7471,0
HU7078,0
SC1188,5518
FM9560,0
TG669,2288
3U6422,0
MU518,0
MU5179,0
CA1554,0
9C8807,0
MU6715,0
CZ2748,0
HO1884,15940
DZ6314,0
3U8954,0
CZ338,0
3U8247,0
HU7260,0
CZ6166,5987
MF833,0
G54772,0
MF8841,0
SC2268,0
HU7643,0
HO2112,0
CA760,5443
9C7431,2808
CZ6349,0
CA4349,0
KE856,0
MU5775,0
MF8484,0
CA1201,0
HU7248,2000
ZH8568,0
CZ3095,0
CA8196,0
CA2523,0
CX392,6916
KY8214,0
MU5796,17041
CA4004,0
CZ3436,0
G54925,0
CZ8546,0
GS6684,0
MF8597,0
PN6350,0
8L9608,0
HO1241,0
MF8659,0
CZ3879,0
SC8805,0
CA4393,0
8L9564,11666
JD5602,0
G52771,0
JD5846,13166
8L9570,0
ZH9096,0
CA414,4027
9D5666,0
SC1182,0
CZ2703,0
HO1612,0
CA182,0
DR5334,0
MU5097,0
TV9816,0
MU565,0
GY7258,0
3U3186,0
MU6684,0
CZ6851,0
CX951,11803
3U6518,0
OZ350,0
CI521,0
EU2762,0
MU2511,0
CA8116,0
JR1589,0
MF8157,0
ZH8384,0
MU2437,0
CA1388,0
G54382,0
FM9429,0
CZ5829,0
CZ6867,12611
3U8992,0
MU5208,0
MU9084,17041
HO1611,0
KN2355,0
G54851,0
MU5307,16316
8L9579,0
NX109,0
MU6931,0
MU2822,0
KN5802,0
KN6612,0
GY7185,0
MU6444,17716
HU7833,0
3U8695,0
MU5899,0
EU1840,0
SC2323,14250
CZ3658,0
MU9717,10698
MF8044,0
JD5542,0
9C6194,0
HU7664,0
CZ8712,0
SC8811,0
ZH9579,4448
9C7025,0
CX357,0
CZ695,0
CZ6903,0
GY7116,0
ZH9168,0
GJ8920,0
SC4764,0
GJ8782,11246
MF8047,0
CA1629,0
A67186,0
HU7638,0
CZ5711,0
9C8833,0
MU9619,0
MU5087,0
CZ8809,0
MU538,2873
MU2325,11148
GJ8548,0
DR6542,0
CA4141,0
KN5110,12050
HU7859,10268
MU5471,0
MU5174,0
GX8835,2027
MU5205,0
MF8983,0
QW6219,0
CA1561,0
JL85,0
3U3327,0
CA1793,0
FM9314,7279
ZH9210,301
JD5690,0
MU6920,0
CZ8736,9726
MU2740,0
HO1233,0
9C6696,0
CA8607,0
JD5650,1125
3U8230,0
EU1838,0
GJ8614,0
CA8632,15672
SC2192,0
ZH9104,0
AQ1558,0
CZ5970,0
MF8607,10916
MU528,0
HU7654,0
CA1499,0
GS6644,0
BK2852,0
HO1008,0
8L9556,0
ZH9531,0
CZ6993,0
3U6934,0
CZ6049,0
DZ6341,0
CA8950,0
3U8288,0
KN2827,12854
KY3126,0
GS6408,0
SC8703,0
ZH8302,0
TR115,0
RY6625,0
HU7707,0
CA1520,0
PN6416,0
MU9656,0
HU7985,0
9H8403,1773
ZH9793,0
ZH9086,0
EU2272,0
KY8201,0
HO1721,15808
HO1667,0
MU9608,7147
3U3959,0
ZH9652,0
3U8009,0
TR112,0
SC4910,0
ZH9975,4836
HO1287,0
ZH8679,0
CZ3385,0
MU2404,0
FM9268,11651
CZ3913,0
FM9249,0
9C6552,16889
HO2101,0
SC8707,0
GJ8778,0
MU6099,0
CZ3256,0
MU6832,7892
3U6694,0
MF8030,0
GS7818,0
CZ6917,0
GS6534,0
HU7093,0
HO1225,0
SC4944,0
SC2331,15193
ZH9211,0
MF8082,0
MU5851,0
KR992,0
ZH9034,0
HU705,2707
CZ6358,16703
CA8109,0
CZ8715,0
G54353,0
HO1731,0
MF8568,0
KN5817,5934
MU5217,0
KN5126,0
ZH9029,0
KN2262,0
KE108,10657
MU6450,17613
OZ365,0
CZ6290,0
GJ8022,18220
CA4596,0
HU486,0
CZ3333,0
8L9772,17661
ZH9732,0
HX238,0
MU2919,6798
MF8950,0
GJ8069,0
NS3284,0
KN5562,0
HO1071,0
HO1911,0
CZ8466,0
MU5515,4221
JD5617,0
FM9381,0
HU7263,8413
CZ6626,0
MU2086,4086
CA4240,0
ZH9089,0
OQ2096,0
JR1587,0
MU5144,0
HU7330,9850
UQ2510,17021
CZ6613,0
KN2390,0
GJ8272,0
CZ3827,16070
9C7518,0
MU6159,0
FM839,0
G52871,0
3U8551,0
CZ8702,0
MU9739,1465
CA1413,0
MF8059,0
MU6638,0
FM9065,0
GS7918,0
HU7640,0
QW6245,0
AQ1024,0
MU2341,13828
ZH9009,8354
8L9793,0
HU7313,0
9C8522,0
G52784,0
FM9329,0
CA4540,0
NS3212,0
TV9821,6676
MF8736,8827
8L9843,0
SC8436,0
EU2854,0
FU6569,0
JD5165,0
MU9737,0
HO1187,0
FM9259,0
MU5530,0
CA8905,0
3U6949,0
ZH9723,8110
CZ6739,4083
CA1775,0
SL960,0
CZ6844,0
HO1148,0
9C7330,10928
A67135,0
DR5321,7397
QW9834,0
KN2875,7281
JL840,0
CZ6942,4046
HO1072,0
BK2849,0
GS7478,0
SL937,0
9C6978,0
BR765,0
9C6452,0
CZ5733,0
CZ6912,0
CA1733,0
CA8331,0
CA8236,0
GX8827,0
HU7497,0
CA9622,0
CZ5722,0
CA4108,0
GJ8011,0
9C6860,0
HU7347,0
9C6804,0
MF8320,311
CZ3158,0
MU5068,0
9H8371,0
GS7877,8761
QW9851,12129
CZ3153,0
HU7417,0
CA1400,0
G52662,0
BK321V,0
CZ5389,0
CZ3711,0
CZ3162,0
8L9893,0
CA1541,0
CA4522,0
HO1786,0
MU5767,0
CA1628,0
CZ8203,0
GS6645,0
MU2347,0
CZ3085,0
HU7296,2604
Y87555,7865
3U8932,0
CA4313,0
8L9749,9366
CZ3692,0
9H8381,0
JD5756,0
CA1810,0
RY8883,0
SC4771,0
GS6539,0
KE844,0
8L9871,0
KN2855,0
GS7792,0
3U3935,0
G54109,0
MF8194,0
G54725,0
MU5687,0
MU5857,0
SC8410,0
SC8702,0
MU9707,0
CZ2715,0
CZ3098,0
MU2018,0
BK3266,0
MU5344,0
CZ6973,0
CA1336,0
CZ3406,0
SC8807,0
SC8827,0
ZH9683,0
MU5614,0
MU5645,4368
EU2773,0
DR5015,0
QW6136,0
CA8537,0
ZH9869,0
ZH8874,8184
FM9125,0
CA8551,0
EU1922,0
GS7528,0
GS7408,0
ZH9880,0
GS6660,12898
CA4508,0
MU9633,0
JD5929,0
3U3905,0
FM9326,0
SC8406,15173
MU5362,0
3U8284,0
MU9894,193
G54084,0
GX7883,0
CZ3877,0
CZ6479,6100
MF848,0
MU6596,14116
CA112,0
HX205,16853
ZH9426,0
HU7066,0
TV6014,0
3U3118,8196
QW9898,0
CZ8310,0
MU6527,0
VN474,0
MU5243,0
FM821,0
9C6318,14371
CA2511,0
MU5219,0
MF8474,14220
MU5114,6503
CZ8233,9335
CA1434,12928
A67277,0
ZH8561,0
HO1215,6520
9C8867,0
GJ8943,0
3U8170,0
CZ3359,16025
BK2932,0
GS7871,0
SC4734,0
CZ8430,0
DZ6230,0
CA2559,0
SC4846,0
MU2887,0
CA138,0
MU5848,0
CA1458,3534
CA2859,0
CA1521,11276
MU5723,0
3U3931,0
MF817,0
CZ3865,0
CA2916,0
GJ869S,0
CZ3345,0
G54702,0
DZ6282,0
HU7148,0
KN5852,0
FM9075,0
BR772,0
MU9736,0
CZ3435,0
CA2873,0
HU7839,0
SC4980,0
GJ8031,0
MU6761,0
3U8993,0
CZ6721,0
GY7178,0
MU2190,0
MU2535,0
G52902,0
9C8501,0
CZ6121,0
KQ886,0
HO1196,0
CZ2611,1257
MU2029,0
TV6024,0
KE833,578
EU1863,0
CZ6986,1669
DZ6298,0
MU6997,0
CZ3557,0
MU6201,0
ZH9091,0
HO1693,0
HO1885,13994
MU6480,0
MF8166,0
MU6960,0
MU5022,0
MU7728,0
MU2868,0
MU2185,0
TV9882,1339
CZ6930,10539
CZ3902,0
HO2122,0
MU2917,0
SC8424,6056
CZ3285,0
CA8982,0
8L9823,0
CZ6714,447
GS7893,0
MU2067,0
GS7616,11815
KY8212,0
MH377,0
CA1532,0
LT6613,0
9C6137,0
CZ339,0
CA2624,0
GJ8711,0
MU2865,0
JD5525,3943
CZ6267,6240
HO1102,0
8L9645,0
CA4356,17910
MU2159,0
CA1506,0
MU2481,0
MU6295,0
G54302,0
DZ6310,0
HO1134,13703
MF8835,0
CZ6397,0
JD5561,0
ZH8961,0
MU9775,0
CZ3451,0
HU7789,0
ZH9107,0
EU2833,0
ZH877U,0
MF875,13729
3U6359,0
CZ3130,0
MU5902,0
ZH9419,0
CZ2848,0
GJ8149,0
NS3225,0
GJ8700,0
9C8923,6232
MU5666,0
MF8461,0
NS8075,0
Y87557,0
G52707,0
CZ2867,0
CZ6442,0
UQ3532,0
GS7890,0
EU2704,0
RY6651,0
CA1439,0
CZ3275,0
CA4509,0
MU6642,0
MU2360,0
ZH9759,0
MF8206,0
MF839,0
MU2399,0
CZ6743,0
GS7466,0
CA4256,0
SC1152,0
8L9941,0
G52784,7805
GJ8271,0
CZ648,0
CZ6182,0
MU705,0
3U8935,1688
CZ3518,0
9C8857,0
CA969,0
DZ6212,0
GJ8916,11385
CZ6384,0
MU2412,0
CZ6324,0
SL932,0
VN523,0
CA1535,0
MU6337,9663
MU5005,0
MU5806,341
SC1200,0
MU2795,0
